ID,Status,Business Unit,Issue ID,Action Plan Name,Issue Source,Action Plan Description,Action Plan Validation Steps,Linked to Regulatory Engagements,Technology Dependent,Action Plan Target Date,Action Plan Validation Target Date,Action Plan Owner,Action Plan Approver,Action Plan Owner Record Manager,Action Plan Approver Record Manager,Interested Parties,Hyperlinks,fxValidateRoleAssignments,Action Plan Linked To,Action Plan Health Check,Progress Updates,Issue - Target Closure Date,Action Plan Start Date,Due Date Extension Count,Validation Failure Count,Original Action Plan Target Date,Current Action Plan Target Date,State at Last Save,Date Action Plan Closed,Override - All,Override - Users,Due Date Extensions,Extension Issue ID,Extension Type,Requested Closure Type,Closure Request Justification,Confirm Action Plan Record Complete,Confirm Closure Validation,Closure Validation Justification,Action Plan Closure Sign-Off,Action Plan Closure Sign-off Date,Confirm Secondary Validation,Secondary Validation Comments,Secondary Validation Sign-Off,External Validation Sign-off Date,Engagements,Original Register,Original ID,Original Created Date,Original Closed Date,Original Link,Migrated Record,Create Date,Created By,Last Modified Date,Last Modified By,System Status
1018441,In Progress,Counsel - Cash Compliance,1022559,TM-03.3,Regulatory Identified,"Document and enhance, as appropriate, the Engagement Model between BSA/AML Program team and Model Risk Management team.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,02/23/2026,04/24/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022559,,,,01/08/2026,,,02/23/2026,02/23/2026,In Progress,,FALSE,,,1018441,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018443,In Progress,Counsel - Compliance,1022559,TM-03.4,Regulatory Identified,"Update relevant documentation associated with the execution of Change Management, as appropriate.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,03/09/2026,05/08/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022559,,,,01/08/2026,,,03/09/2026,03/09/2026,In Progress,,FALSE,,,1018443,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018445,In Progress,Counsel - CET - Model Risk Management,1022559,TM-03.5,Regulatory Identified,Identify and confirm tooling needs to support Model and Rule Change Management.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,05/14/2026,07/13/2026,Krish Ray,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022559,,,,01/08/2026,,,05/14/2026,05/14/2026,In Progress,,FALSE,,,1018445,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018447,In Progress,Counsel - Compliance,1022559,TM-03.6,Regulatory Identified,"Update procedures associated with the Change Management process for Cash App's BSA/AML Compliance Functions, as appropriate.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,05/29/2026,07/28/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022559,,,,01/08/2026,,,05/29/2026,05/29/2026,In Progress,,FALSE,,,1018447,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:40 AM,Jane Lin,active
1018449,In Progress,Counsel - Cash Compliance,1022559,TM-03.7,Regulatory Identified,Obtain final sign off of enhanced Model Change Management Process from relevant stakeholders before implementation.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,05/29/2026,07/28/2026,Michael Roemer,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022559,,,,01/08/2026,,,05/29/2026,05/29/2026,In Progress,,FALSE,,,1018449,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018451,In Progress,Counsel - Compliance,1022559,TM-03.8,Regulatory Identified,"Operational Readiness, Training: Develop and deliver training for change management implementation.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,05/29/2026,07/28/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,Krish Ray,,Valid,Issue Management | Issue Management Program | ID 1022559,,,,01/08/2026,,,05/29/2026,05/29/2026,In Progress,,FALSE,,,1018451,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018453,In Progress,Counsel - Compliance,1022559,TM-03.9,Regulatory Identified,Implement enhanced Change Management processes.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,05/29/2026,07/28/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,Krish Ray,,Valid,Issue Management | Issue Management Program | ID 1022559,,,,01/08/2026,,,05/29/2026,05/29/2026,In Progress,,FALSE,,,1018453,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018455,In Progress,Counsel - Compliance,1022559,TM-03.10,Regulatory Identified,"Confirm documentation of Change Management controls in Controls Inventory, as appropriate.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,05/29/2026,07/28/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,Krish Ray,,Valid,Issue Management | Issue Management Program | ID 1022559,,,,01/08/2026,,,05/29/2026,05/29/2026,In Progress,,FALSE,,,1018455,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018457,In Progress,Counsel - Compliance,1022559,TM-03.11,Regulatory Identified,Demonstrate Sustainability.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,06/30/2026,08/29/2026,Megan Zheng,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022559,,,,01/08/2026,,,06/30/2026,06/30/2026,In Progress,,FALSE,,,1018457,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018459,In Progress,Counsel - Compliance,1022561,TM-04.1,Regulatory Identified,Define scope and relevant stakeholders for the TM Alerts and SAR Case Management Reporting processes.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,01/09/2026,03/10/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022561,,,,01/08/2026,,,01/09/2026,01/09/2026,In Progress,,FALSE,,,1018459,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018461,In Progress,Counsel - Compliance,1022561,TM-04.2,Regulatory Identified,Governance: Document the current reporting oversight of TM Alerts and SAR Case Management Reporting and define enhancements to existing current state.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,01/30/2026,03/31/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022561,,,,01/08/2026,,,01/30/2026,01/30/2026,In Progress,,FALSE,,,1018461,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018463,In Progress,Counsel - Compliance,1022561,TM-04.3,Regulatory Identified,"Governance: Execute an assessment comparing existing policies and standards relevant to the timeliness of TM alerts and SAR Case Mgmt reporting against current regulatory requirements, industry best practices and maturity expectations. Then, socialize the documented gaps with cross-functional teams.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,03/13/2026,05/12/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022561,,,,01/08/2026,,,03/13/2026,03/13/2026,In Progress,,FALSE,,,1018463,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018465,In Progress,Counsel - Compliance,1022561,TM-04.4,Regulatory Identified,Develop and publish a Standard overseeing Transaction Monitoring and Suspicious Activity Reporting.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,03/13/2026,05/12/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022561,,,,01/08/2026,,,03/13/2026,03/13/2026,In Progress,,FALSE,,,1018465,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018467,In Progress,Counsel - Compliance,1022561,TM-04.5,Regulatory Identified,Document and communicate impacted changes required across function and processes.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,04/03/2026,06/02/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022561,,,,01/08/2026,,,04/03/2026,04/03/2026,In Progress,,FALSE,,,1018467,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018469,In Progress,Counsel - Compliance,1022561,TM-04.6,Regulatory Identified,Identify and confirm tooling needs to support the timeliness of TM alerts and SAR Case Management reporting.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,05/01/2026,06/30/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022561,,,,01/08/2026,,,05/01/2026,05/01/2026,In Progress,,FALSE,,,1018469,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:33 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018471,In Progress,Counsel - Compliance,1022561,TM-04.7,Regulatory Identified,"Execute an assessment of procedures against current requirements to scope procedural requirements. Then, socialize the results of the analysis.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,05/22/2026,07/21/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022561,,,,01/08/2026,,,05/22/2026,05/22/2026,In Progress,,FALSE,,,1018471,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018473,In Progress,Counsel - Compliance,1022561,TM-04.8,Regulatory Identified,"Update existing procedures or create new documents, incorporating assessment findings and designed processes. Then, socialize, incorporate feedback and publish the procedures.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,06/26/2026,08/25/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022561,,,,01/08/2026,,,06/26/2026,06/26/2026,In Progress,,FALSE,,,1018473,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018475,In Progress,Counsel - Compliance,1022561,TM-04.9,Regulatory Identified,Operational Readiness: Aid operational readiness of new changes via training and capacity planning.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,07/31/2026,09/29/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022561,,,,01/08/2026,,,07/31/2026,07/31/2026,In Progress,,FALSE,,,1018475,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018477,In Progress,Counsel - Compliance,1022561,TM-04.10,Regulatory Identified,Obtain final sign off from relevant stakeholders before implementation.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,08/01/2026,09/30/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022561,,,,01/08/2026,,,08/01/2026,08/01/2026,In Progress,,FALSE,,,1018477,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018479,In Progress,Counsel - Compliance,1022561,TM-04.11,Regulatory Identified,Implement MIS Reporting enhancements and updated oversight,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,08/01/2026,09/30/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022561,,,,01/08/2026,,,08/01/2026,08/01/2026,In Progress,,FALSE,,,1018479,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018481,In Progress,Counsel - Compliance,1022561,TM-04.12,Regulatory Identified,"Confirm the Documentation of TM Alerts and SAR Case Management Reporting controls in Controls Inventory, as appropriate.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,08/21/2026,10/20/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022561,,,,01/08/2026,,,08/21/2026,08/21/2026,In Progress,,FALSE,,,1018481,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018483,In Progress,Counsel - Compliance,1022561,TM-04.13,Regulatory Identified,Demonstrate Sustainability.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,08/31/2026,10/30/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022561,,,,01/08/2026,,,08/31/2026,08/31/2026,In Progress,,FALSE,,,1018483,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018485,In Progress,Counsel - Compliance,1022563,TM-05.1,Regulatory Identified,Define scope and stakeholders for the Investigation process.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,01/06/2026,03/07/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022563,,,,01/08/2026,,,01/06/2026,01/06/2026,In Progress,,FALSE,,,1018485,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018487,In Progress,Counsel - Compliance,1022563,TM-05.2,Regulatory Identified,Governance: Document the current state of the Investigation process.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,01/20/2026,03/21/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022563,,,,01/08/2026,,,01/20/2026,01/20/2026,In Progress,,FALSE,,,1018487,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018489,In Progress,Counsel - Compliance,1022563,TM-05.3,Regulatory Identified,"Governance: Perform an Assessment of existing Investigation policies and standards against current regulatory requirements, industry best practices and maturity expectations.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,02/10/2026,04/11/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022563,,,,01/08/2026,,,02/10/2026,02/10/2026,In Progress,,FALSE,,,1018489,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018491,In Progress,Counsel - Compliance,1022563,TM-05.4,Regulatory Identified,Identify enhancements required for the Investigation process and documentation.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,02/24/2026,04/25/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022563,,,,01/08/2026,,,02/24/2026,02/24/2026,In Progress,,FALSE,,,1018491,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018493,In Progress,Counsel - Compliance,1022563,TM-05.5,Regulatory Identified,Document and communicate impacted changes required across function and processes.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,03/03/2026,05/02/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022563,,,,01/08/2026,,,03/03/2026,03/03/2026,In Progress,,FALSE,,,1018493,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018495,In Progress,Counsel - Compliance,1022563,TM-05.6,Regulatory Identified,Identify and confirm Tooling needs to support the Investigation process.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,05/28/2026,07/27/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022563,,,,01/08/2026,,,05/28/2026,05/28/2026,In Progress,,FALSE,,,1018495,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018497,In Progress,Counsel - Compliance,1022563,TM-05.7,Regulatory Identified,Assess Investigation procedural level documents against current requirements to scope procedural requirements.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,06/04/2026,08/03/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022563,,,,01/08/2026,,,06/04/2026,06/04/2026,In Progress,,FALSE,,,1018497,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018499,In Progress,Counsel - Compliance,1022563,TM-05.8,Regulatory Identified,Update procedural level documents for the Investigations process.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,07/08/2026,09/06/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022563,,,,01/08/2026,,,07/08/2026,07/08/2026,In Progress,,FALSE,,,1018499,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018501,In Progress,Counsel - Compliance,1022563,TM-05.9,Regulatory Identified,Obtain final sign off of enhanced Investigation process from relevant stakeholders before implementation.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,07/15/2026,09/13/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022563,,,,01/08/2026,,,07/15/2026,07/15/2026,In Progress,,FALSE,,,1018501,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018503,In Progress,Counsel - Compliance,1022563,TM-05.10,Regulatory Identified,"Operational Readiness, Training: Develop and deliver training on Investigation process enhancements.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,08/31/2026,10/30/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022563,,,,01/08/2026,,,08/31/2026,08/31/2026,In Progress,,FALSE,,,1018503,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018505,In Progress,Counsel - Compliance,1022563,TM-05.11,Regulatory Identified,Implement Investigation procedures and system enhancements.,https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,08/31/2026,10/30/2026,Scott Werner,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022563,,,,01/08/2026,,,08/31/2026,08/31/2026,In Progress,,FALSE,,,1018505,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
1018507,In Progress,Counsel - Compliance,1022563,TM-05.12,Regulatory Identified,"Confirm the documentation of Investigation controls in Controls Inventory, as appropriate.",https://airtable.com/appsRe3TqOPzoAEJT/pagRb1YG98OogPkIu,Linked to Regulatory Engagements,,09/04/2026,11/03/2026,Ken Triemstra,Vanessa Zaragocin,,Danielle Franklin,,,Valid,Issue Management | Issue Management Program | ID 1022563,,,,01/08/2026,,,09/04/2026,09/04/2026,In Progress,,FALSE,,,1018507,,,,,,,,,,,,,FTI Consent Order - Multistate (1052341),,,,,,,01/08/2026 5:49:34 AM,Jane Lin,01/08/2026 5:55:41 AM,Jane Lin,active
